Source,Dest,Weight
LIPOFIBROBLAST           ,PROXIMAL BASAL           ,0.030941827222704887
CILIATED                 ,CLUB (NASAL)             ,0.030941061675548553
IMMUNE                   ,CAPILLARY                ,0.030933482572436333
B                        ,ALVEOLAR MΦ CCL3+        ,0.03092917986214161
BASOPHIL/MAST 1          ,CAPILLARY AEROCYTE       ,0.03092140518128872
PLASMACYTOID DENDRITIC   ,TREM2+ DENDRITIC         ,0.030901601538062096
INTERSTITIAL MACROPHAGES ,CILIATED                 ,0.03090081922709942
IGSF21+ DENDRITIC        ,PLATELET/MEGAKARYOCYTE   ,0.030897894874215126
CLASSICAL MONOCYTES      ,NEUROENDOCRINE           ,0.03089284710586071
CLUB (NON_NASAL)         ,IMMUNE                   ,0.030889445915818214
PLASMA                   ,EREG+ DENDRITIC          ,-0.030881032347679138
AT1                      ,EC CAPILLARY             ,0.030876047909259796
AT2 PROLIFERATING        ,FIBROMYOCYTE             ,0.030874818563461304
CILIATED                 ,NATURAL KILLER T         ,0.030871780589222908
PROXIMAL BASAL           ,CAPILLARY INTERMEDIATE   ,0.030864737927913666
CAPILLARY INTERMEDIATE 1 ,BASOPHIL/MAST 1          ,0.030862685292959213
BASAL                    ,ALVEOLAR EPITHELIAL TYPE 1,0.03085264004766941
INTERSTITIAL MΦ PERIVASCULAR,SMOOTH MUSCLE            ,0.030837692320346832
FIBROBLAST               ,BLOOD VESSELS            ,0.03083004057407379
CILIATED                 ,SMG SEROUS               ,0.030828725546598434
PLATELET/MEGAKARYOCYTE   ,CLUB                     ,0.030818289145827293
BASOPHIL/MAST 2          ,SM ACTIVATED STRESS RESPONSE,0.030811244621872902
SECRETORY                ,ALVEOLAR MACROPHAGES     ,0.03080993890762329
SUBMUCOSAL SECRETORY     ,ARTERY                   ,0.030809178948402405
NEUROENDOCRINE           ,RARE                     ,0.030800048261880875
CAPILLARY INTERMEDIATE 2 ,TREM2+ DENDRITIC         ,0.030799470841884613
DENDRITIC                ,MYOFIBROBLASTS           ,0.03079826757311821
CILIATED                 ,T CELL LINEAGE           ,0.030796615406870842
CAPILLARY INTERMEDIATE 2 ,ALVEOLAR FIBROBLAST      ,0.03079136647284031
PERICYTE                 ,SEROUS                   ,0.030785074457526207
DC1                      ,MYELOID                  ,0.03078068234026432
CLUB (NON_NASAL)         ,CD16+ MONOCYTE           ,0.030764903873205185
AT1                      ,EC VENOUS                ,0.030760101974010468
MESOTHELIAL              ,NON CLASSICAL MONOCYTES  ,0.03073267824947834
MYELOID                  ,EC ARTERIAL              ,0.030729033052921295
INTERSTITIAL MΦ PERIVASCULAR,VEIN                     ,0.030726900324225426
DENDRITIC CELLS          ,FIBROMYOCYTE             ,0.030719010159373283
AT1                      ,NK CELLS                 ,0.03071768395602703
BASOPHIL/MAST 2          ,NEUROENDOCRINE           ,0.030716944485902786
DENDRITIC                ,VEIN                     ,0.030688008293509483
CILIATED                 ,ALVEOLAR EPITHELIAL TYPE 2,0.030680349096655846
LYMPHOID                 ,CAPILLARY AEROCYTE       ,0.030649669468402863
SMG SEROUS (NASAL)       ,T CELL LINEAGE           ,0.0306467916816473
IGSF21+ DENDRITIC        ,BRONCHIAL VESSEL 1       ,0.030637595802545547
SMG SEROUS               ,PROXIMAL CILIATED        ,0.030625086277723312
SMG DUCT                 ,EC VENOUS                ,0.030624020844697952
AT1                      ,TUFT                     ,0.03061801753938198
CAPILLARY INTERMEDIATE 2 ,CD8+ NAIVE T             ,0.030616629868745804
SUBMUCOSAL GLAND         ,DC1                      ,0.03061501495540142
CD16+ MONOCYTE           ,TREM2+ DENDRITIC         ,0.030605150386691093
SMG SEROUS (BRONCHIAL)   ,CD4+ MEMORY/EFFECTOR T   ,0.03059351071715355
IGSF21+ DENDRITIC        ,CD4+ NAIVE T             ,0.03057817928493023
SMG SEROUS (NASAL)       ,EC CAPILLARY             ,0.03057609684765339
INTERSTITIAL MΦ PERIVASCULAR,OLR1+ CLASSICAL MONOCYTE ,0.030575068667531013
SMG SEROUS (NASAL)       ,VEIN                     ,0.030568264424800873
LYMPHATIC EC MATURE      ,MESOTHELIAL              ,0.03055999055504799
ALVEOLAR MΦ PROLIFERATING,EC VENOUS SYSTEMIC       ,0.030551763251423836
MESOTHELIAL              ,INTERMEDIATE MONOCYTE    ,0.03054809384047985
IGSF21+ DENDRITIC        ,PERICYTES                ,0.03054681047797203
SMG DUCT                 ,VEIN                     ,0.030542200431227684
ARTERY                   ,ALVEOLAR EPITHELIAL TYPE 1,0.03053903952240944
AT1                      ,B CELLS                  ,0.030534906312823296
VEIN                     ,EREG+ DENDRITIC          ,0.030534394085407257
AT1                      ,GOBLET                   ,0.03051789663732052
MESOTHELIAL              ,ALVEOLAR FIBROBLAST      ,0.030509859323501587
MESOTHELIAL              ,MUCOUS                   ,0.030509375035762787
MUCOUS                   ,AT2 PROLIFERATING        ,0.03050154075026512
SUBMUCOSAL GLAND         ,MUCOUS                   ,0.03049623779952526
BASAL RESTING            ,PLATELET/MEGAKARYOCYTE   ,0.030466046184301376
AT2 PROLIFERATING        ,TRANSITIONAL CLUB AT2    ,0.030463358387351036
CLASSICAL MONOCYTES      ,CILIATED                 ,0.03044714778661728
MONOCYTES                ,DENDRITIC CELLS          ,0.03043212555348873
DC2                      ,BASOPHIL/MAST 1          ,0.03042731247842312
NATURAL KILLER           ,MESOTHELIAL              ,0.030424730852246284
MYELOID                  ,BASAL RESTING            ,0.030423883348703384
SEROUS                   ,AT2                      ,0.030419405549764633
DENDRITIC                ,MYELOID DENDRITIC TYPE 2 ,0.03040204383432865
VEIN                     ,MESOTHELIAL              ,0.03040182776749134
IMMUNE                   ,FIBROBLAST               ,0.030397286638617516
LYMPHATIC EC DIFFERENTIATING,MESOTHELIAL              ,0.030383270233869553
POSITIVE                 ,BRONCHIAL VESSEL         ,0.030382931232452393
SMG SEROUS (BRONCHIAL)   ,SUBMUCOSAL SECRETORY     ,0.030378354713320732
SMG SEROUS (NASAL)       ,MESOTHELIAL              ,0.030367411673069
MONOCYTES                ,DC1                      ,0.03036249801516533
PLATELET/MEGAKARYOCYTE   ,SMOOTH MUSCLE            ,0.030341612175107002
MACROPHAGES              ,LYMPHATIC EC DIFFERENTIATING,0.030338065698742867
PLASMA                   ,AT2 PROLIFERATING        ,0.030337704345583916
PROXIMAL CILIATED        ,DC2                      ,0.030330965295433998
TREM2+ DENDRITIC         ,ALVEOLAR EPITHELIUM      ,0.030326509848237038
AIRWAY SMOOTH MUSCLE     ,LIPOFIBROBLAST           ,0.030323738232254982
SMG SEROUS               ,SMG MUCOUS               ,0.03032250702381134
ALVEOLAR MΦ PROLIFERATING,PLASMA                   ,0.030321668833494186
AT1                      ,STROMA                   ,0.030315635725855827
SECRETORY                ,DC2                      ,0.03030930645763874
PLASMA                   ,DENDRITIC CELLS          ,0.030297379940748215
MYELOID DENDRITIC TYPE 2 ,SMG MUCOUS               ,0.030293093994259834
SMG SEROUS (BRONCHIAL)   ,INTERSTITIAL MΦ PERIVASCULAR,0.030290620401501656
PLATELET/MEGAKARYOCYTE   ,IMMUNE                   ,0.030286140739917755
INTERSTITIAL MΦ PERIVASCULAR,CAPILLARY INTERMEDIATE 2 ,0.030282149091362953
CILIATED                 ,VEIN                     ,0.030278056859970093
CILIATED                 ,EPITHELIAL               ,0.030251916497945786
CLUB (NON_NASAL)         ,EREG+ DENDRITIC          ,0.030241243541240692
CAPILLARY INTERMEDIATE 2 ,EC ARTERIAL              ,0.030213724821805954
IONOCYTE                 ,CLUB                     ,0.03021175228059292
AT2 PROLIFERATING        ,CD4 T                    ,0.030207594856619835
MONOCYTE DERIVED MΦ      ,BLOOD VESSELS            ,0.03020300716161728
SUBMUCOSAL GLAND         ,CAPILLARY INTERMEDIATE 2 ,0.030191799625754356
MONOCYTES                ,SUBPLEURAL FIBROBLASTS   ,0.03018900379538536
SMG SEROUS (BRONCHIAL)   ,SUBMUCOSAL GLAND         ,0.03018360771238804
MESOTHELIAL              ,VASCULAR SMOOTH MUSCLE   ,0.030183250084519386
TREM2+ DENDRITIC         ,FIBROBLAST LINEAGE       ,0.030177224427461624
DENDRITIC                ,CLUB (NON_NASAL)         ,0.030174370855093002
IGSF21+ DENDRITIC        ,CD4+ MEMORY/EFFECTOR T   ,0.030171917751431465
ALVEOLAR MΦ CCL3+        ,PLASMACYTOID DCS         ,0.030168116092681885
LYMPHOID                 ,CAPILLARY                ,0.03016810305416584
MYELOID                  ,MACROPHAGE               ,0.03016524575650692
NATURAL KILLER T         ,LYMPHOID                 ,0.03015921264886856
FIBROMYOCYTE             ,BLOOD VESSELS            ,-0.03015119954943657
AT1                      ,MESOTHELIUM              ,0.030151039361953735
MONOCYTES                ,PLASMACYTOID DENDRITIC   ,0.0301482193171978
MULTICILIATED LINEAGE    ,BASOPHIL/MAST            ,0.030147241428494453
CLASSICAL MONOCYTE       ,AT2 PROLIFERATING        ,0.03014140948653221
TREM2+ DENDRITIC         ,CLUB (NON_NASAL)         ,0.030136428773403168
PROXIMAL CILIATED        ,MONOCYTE DERIVED MΦ      ,0.030123403295874596
DENDRITIC                ,ALVEOLAR FIBROBLASTS     ,0.030121207237243652
MONOCYTES                ,BASAL                    ,0.030115853995084763
SMG SEROUS (BRONCHIAL)   ,SUBPLEURAL FIBROBLASTS   ,0.030115118250250816
CLASSICAL MONOCYTES      ,LYMPHATIC EC DIFFERENTIATING,0.03011155314743519
SUBMUCOSAL GLAND         ,CD16+ MONOCYTE           ,0.03010481409728527
IGSF21+ DENDRITIC        ,CD4 T                    ,0.030100898817181587
PROLIFERATING BASAL      ,MULTICILIATED (NON_NASAL),0.030081745237112045
MYELOID DENDRITIC TYPE 2 ,PROXIMAL CILIATED        ,0.030080264434218407
GOBLET (BRONCHIAL)       ,MACROPHAGE               ,0.030072322115302086
ARTERY                   ,LYMPHATIC EC MATURE      ,0.030070282518863678
IMMUNE                   ,ALVEOLAR EPITHELIAL TYPE 2,0.030069176107645035
PROXIMAL CILIATED        ,BASOPHIL/MAST 2          ,0.03005317971110344
CLUB (NON_NASAL)         ,DIFFERENTIATING BASAL    ,0.030043378472328186
PROLIFERATING BASAL      ,NON CLASSICAL MONOCYTES  ,0.030039507895708084
MESOTHELIAL              ,BASAL                    ,0.030035529285669327
ALVEOLAR MΦ PROLIFERATING,FIBROBLASTS              ,0.030031291767954826
MONOCYTES                ,NEUROENDOCRINE           ,0.030022814869880676
PROXIMAL BASAL           ,INTERSTITIAL MΦ PERIVASCULAR,0.030016200616955757
AT1                      ,LYMPHATIC EC PROLIFERATING,0.03001527488231659
SMG DUCT                 ,VASCULAR SMOOTH MUSCLE   ,0.0300125889480114
MESOTHELIAL              ,GOBLET (NASAL)           ,0.03000826947391033
PLASMA                   ,GOBLET (BRONCHIAL)       ,0.03000197932124138
SEROUS                   ,MAST CELLS               ,0.03000010922551155
MYELOID                  ,NONCLASSICAL MONOCYTE    ,0.029990660026669502
DC2                      ,BLOOD VESSELS            ,0.029984619468450546
NATURAL KILLER           ,IONOCYTE                 ,0.029964374378323555
DENDRITIC                ,LIPOFIBROBLAST           ,0.02996147982776165
DC2                      ,LIPOFIBROBLAST           ,0.029956134036183357
DIFFERENTIATING BASAL    ,SEROUS                   ,0.029955867677927017
TREM2+ DENDRITIC         ,AT1                      ,0.029953572899103165
SUBMUCOSAL GLAND         ,CAPILLARY INTERMEDIATE   ,0.029947511851787567
CILIATED                 ,TUFT                     ,0.029936008155345917
MACROPHAGE               ,PLASMACYTOID DCS         ,0.029922163113951683
SECRETORY                ,NONCLASSICAL MONOCYTE    ,0.02990392968058586
SMG SEROUS (NASAL)       ,TRANSITIONAL CLUB AT2    ,0.029898937791585922
SUBMUCOSAL GLAND         ,SMG SEROUS (BRONCHIAL)   ,0.029898911714553833
SMG SEROUS               ,PROLIFERATING BASAL      ,0.02989182248711586
DENDRITIC                ,MULTICILIATED (NON_NASAL),0.029887966811656952
PLATELET/MEGAKARYOCYTE   ,MACROPHAGES              ,0.02987908199429512
DENDRITIC CELLS          ,LYMPHATIC EC DIFFERENTIATING,0.029866565018892288
AT1                      ,RARE                     ,0.029857588931918144
PROXIMAL CILIATED        ,LYMPHATIC EC             ,0.02984672598540783
CLASSICAL MONOCYTES      ,AT1                      ,0.029840396717190742
MACROPHAGES              ,CD14+ MONOCYTE           ,0.029839133843779564
LYMPHATIC EC MATURE      ,BLOOD VESSELS            ,0.029838552698493004
AT2 PROLIFERATING        ,CILIATED                 ,0.029838500544428825
MYOFIBROBLAST            ,POSITIVE                 ,0.029837684705853462
PROXIMAL CILIATED        ,PROLIFERATING MACROPHAGE ,0.02983136661350727
AT1                      ,FIBROBLASTS              ,0.029822124168276787
SECRETORY                ,DC1                      ,0.029816098511219025
SUBMUCOSAL GLAND         ,CLASSICAL MONOCYTE       ,0.029810206964612007
FIBROMYOCYTES            ,IONOCYTE                 ,0.029809409752488136
IONOCYTE                 ,GOBLET                   ,0.02980254963040352
ALVEOLAR MΦ PROLIFERATING,NONCLASSICAL MONOCYTE    ,0.02978643588721752
CILIATED                 ,SM ACTIVATED STRESS RESPONSE,0.029785549268126488
MONOCYTES                ,PROXIMAL BASAL           ,0.029776910319924355
IMMUNE                   ,MULTICILIATED            ,0.029773714020848274
PLATELET/MEGAKARYOCYTE   ,PLASMA                   ,0.02976350300014019
INTERSTITIAL MΦ PERIVASCULAR,ALVEOLAR FIBROBLAST      ,0.029757317155599594
NATURAL KILLER           ,GOBLET (BRONCHIAL)       ,0.02975187450647354
PROXIMAL CILIATED        ,GOBLET                   ,0.029751602560281754
CD8 T                    ,NEUROENDOCRINE           ,0.029745178297162056
GOBLET (BRONCHIAL)       ,CD4+ MEMORY/EFFECTOR T   ,0.029739167541265488
POSITIVE                 ,MIGRATORY DCS            ,0.029734786599874496
CILIATED                 ,MACROPHAGE               ,0.029730936512351036
MYOFIBROBLAST            ,ALVEOLAR MΦ PROLIFERATING,0.02972898818552494
BASAL RESTING            ,EREG+ DENDRITIC          ,0.029726572334766388
BASOPHIL/MAST 2          ,RARE                     ,0.029719969257712364
PROXIMAL CILIATED        ,EC VENOUS                ,0.029717810451984406
MYELOID                  ,MULTICILIATED LINEAGE    ,0.029709750786423683
DENDRITIC                ,T CELL LINEAGE           ,0.02970684878528118
ALVEOLAR MΦ PROLIFERATING,MULTICILIATED (NON_NASAL),0.029705006629228592
AT2 PROLIFERATING        ,EC AEROCYTE CAPILLARY    ,0.029702384024858475
TREM2+ DENDRITIC         ,TRANSITIONAL CLUB AT2    ,0.02969718910753727
IMMUNE                   ,LYMPHATIC EC DIFFERENTIATING,0.029695743694901466
B CELLS                  ,EREG+ DENDRITIC          ,0.029694629833102226
ALVEOLAR MΦ CCL3+        ,BASOPHIL/MAST 2          ,0.02969413623213768
AIRWAY SMOOTH MUSCLE     ,CLUB (NON_NASAL)         ,0.02969362586736679
SUBMUCOSAL GLAND         ,B CELL LINEAGE           ,0.0296891238540411
INTERSTITIAL MΦ PERIVASCULAR,CD8+ NAIVE T             ,0.029680665582418442
POSITIVE                 ,INTERMEDIATE MONOCYTE    ,0.029680242761969566
MONOCYTES                ,PROLIFERATING MACROPHAGE ,0.029679207131266594
CD16+ MONOCYTE           ,LIPOFIBROBLAST           ,0.029673982411623
ALVEOLAR FIBROBLAST      ,CAPILLARY                ,0.02967064268887043
DENDRITIC                ,STROMA                   ,0.029660187661647797
CLASSICAL MONOCYTE       ,IONOCYTE                 ,0.029660146683454514
AT2 PROLIFERATING        ,CD14+ MONOCYTE           ,0.02965822070837021
MESOTHELIAL              ,AIRWAY EPITHELIUM        ,0.02965482510626316
DEUTEROSOMAL             ,IMMUNE                   ,0.029650267213582993
SECRETORY                ,CD16+ MONOCYTE           ,0.029640275985002518
DC1                      ,SUBMUCOSAL GLAND         ,0.02963191457092762
IGSF21+ DENDRITIC        ,MULTICILIATED LINEAGE    ,0.029623476788401604
AT1                      ,MYOFIBROBLASTS           ,0.029619045555591583
SMG DUCT                 ,SUPRABASAL               ,0.029617102816700935
TREM2+ DENDRITIC         ,CD4 T CELLS              ,0.029600532725453377
IGSF21+ DENDRITIC        ,BLOOD VESSELS            ,0.029596958309412003
CLUB (NON_NASAL)         ,DEUTEROSOMAL             ,0.029594888910651207
SUBMUCOSAL GLAND         ,LYMPHATIC EC PROLIFERATING,0.029592011123895645
POSITIVE                 ,MYOFIBROBLASTS           ,0.02958258055150509
PROXIMAL BASAL           ,MESOTHELIAL              ,0.029579639434814453
MONOCYTES                ,NATURAL KILLER T         ,0.0295786801725626
MYELOID DENDRITIC TYPE 2 ,NATURAL KILLER           ,0.02957036904990673
MESOTHELIAL              ,ADVENTITIAL FIBROBLASTS  ,0.029561722651124
POSITIVE                 ,AT2                      ,0.029560625553131104
BASAL RESTING            ,PROLIFERATING BASAL      ,0.02956043742597103
CLUB (NON_NASAL)         ,SMG SEROUS (NASAL)       ,0.02956037037074566
BASAL RESTING            ,CD8 T                    ,0.029553629457950592
SECRETORY                ,MACROPHAGE               ,0.029549578204751015
CLUB (NON_NASAL)         ,MESOTHELIUM              ,0.029529711231589317
IMMUNE                   ,SM ACTIVATED STRESS RESPONSE,0.029522418975830078
NON CLASSICAL MONOCYTES  ,BLOOD VESSELS            ,0.029515905305743217
NATURAL KILLER           ,TREM2+ DENDRITIC         ,0.029513662680983543
GOBLET (BRONCHIAL)       ,NONCLASSICAL MONOCYTE    ,0.029510321095585823
DC1                      ,MONOCYTES                ,0.029498882591724396
SUBMUCOSAL SECRETORY     ,GOBLET (BRONCHIAL)       ,0.02949087880551815
CAPILLARY INTERMEDIATE 2 ,BASOPHIL/MAST            ,0.029489479959011078
POSITIVE                 ,ALVEOLAR EPITHELIUM      ,0.02948859892785549
ARTERY                   ,DC2                      ,0.02948659472167492
FIBROMYOCYTE             ,IONOCYTE                 ,-0.02948489412665367
MONOCYTES                ,SMG SEROUS               ,0.029465308412909508
SM ACTIVATED STRESS RESPONSE,BLOOD VESSELS            ,0.02945772372186184
ALVEOLAR MΦ CCL3+        ,AIRWAY EPITHELIUM        ,0.029450923204421997
PLASMA                   ,TREM2+ DENDRITIC         ,0.02945006638765335
TREM2+ DENDRITIC         ,B CELLS                  ,0.029449528083205223
SECRETORY                ,ALVEOLAR MΦ PROLIFERATING,0.029445813968777657
DC1                      ,CAPILLARY INTERMEDIATE 2 ,0.02944028191268444
